<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.12.15	1.17769	1.18125	1.17498	1.17499	114025	0	0
2017.12.18	1.17421	1.18344	1.17376	1.17817	101011	0	0
2017.12.19	1.17811	1.18488	1.17764	1.18406	114863	0	0
2017.12.20	1.18382	1.19018	1.18288	1.18714	110788	0	0
2017.12.21	1.18698	1.18896	1.18492	1.18742	100981	0	0
2017.12.22	1.18724	1.18755	1.18171	1.18611	115881	0	0
2017.12.26	1.18643	1.18788	1.18466	1.18583	47408	0	0
2017.12.27	1.18580	1.19103	1.18550	1.18894	87209	0	0
2017.12.28	1.18862	1.19590	1.18862	1.19426	84638	0	50
2017.12.29	1.19418	1.20255	1.19361	1.19957	87269	0	50
2018.01.02	1.20096	1.20813	1.20011	1.20586	98859	0	50
2018.01.03	1.20578	1.20662	1.20012	1.20144	95534	0	50
2018.01.04	1.20142	1.20890	1.20044	1.20677	99495	0	50
2018.01.05	1.20672	1.20827	1.20206	1.20290	101451	0	50
2018.01.08	1.20235	1.20523	1.19558	1.19675	88166	0	50
2018.01.09	1.19662	1.19756	1.19156	1.19362	98918	0	50
2018.01.10	1.19359	1.20182	1.19231	1.19477	150013	0	50
2018.01.11	1.19464	1.20590	1.19293	1.20322	162164	0	50
2018.01.12	1.20307	1.22186	1.20307	1.21950	181210	0	50
2018.01.15	1.21923	1.22966	1.21876	1.22654	148369	0	50
2018.01.16	1.22620	1.22834	1.21952	1.22602	165530	0	50
2018.01.17	1.22589	1.23231	1.21771	1.21844	203370	0	50
2018.01.18	1.21844	1.22652	1.21651	1.22391	165198	0	50
2018.01.19	1.22366	1.22956	1.22150	1.22191	170061	0	50
2018.01.22	1.22695	1.22722	1.22139	1.22618	130034	0	50
2018.01.23	1.22609	1.23063	1.22231	1.22981	154135	0	50
2018.01.24	1.22978	1.24150	1.22910	1.24071	191079	0	50
2018.01.25	1.24069	1.25378	1.23639	1.23973	308389	0	50
2018.01.26	1.23920	1.24938	1.23699	1.24288	247165	0	50
2018.01.29	1.24230	1.24323	1.23368	1.23832	197047	0	50
2018.01.30	1.23811	1.24540	1.23349	1.24019	208249	0	50
2018.01.31	1.24009	1.24748	1.23867	1.24136	243132	0	50
2018.02.01	1.24131	1.25228	1.23852	1.25060	205229	0	50
2018.02.02	1.25072	1.25182	1.24092	1.24559	224764	0	50
2018.02.05	1.24310	1.24750	1.23626	1.23664	231378	0	50
2018.02.06	1.23657	1.24348	1.23140	1.23764	324102	0	50
2018.02.07	1.23755	1.24062	1.22459	1.22646	206674	0	50
2018.02.08	1.22621	1.22951	1.22122	1.22465	269995	0	50
2018.02.09	1.22456	1.22873	1.22056	1.22518	251947	0	50
2018.02.12	1.22482	1.22974	1.22351	1.22912	148818	0	50
2018.02.13	1.22900	1.23712	1.22846	1.23514	163023	0	50
2018.02.14	1.23496	1.24652	1.22758	1.24502	220156	0	50
2018.02.15	1.24489	1.25104	1.24479	1.25071	192967	0	50
2018.02.16	1.25045	1.25556	1.23934	1.24103	203193	0	50
2018.02.19	1.24016	1.24352	1.23691	1.24069	134591	0	50
2018.02.20	1.24062	1.24124	1.23198	1.23371	174230	0	0
2018.02.21	1.23365	1.23601	1.22810	1.22827	201813	0	0
2018.02.22	1.22818	1.23522	1.22594	1.23314	177707	0	0
2018.02.23	1.23291	1.23373	1.22799	1.22952	141260	0	0
2018.02.26	1.22936	1.23553	1.22778	1.23174	144180	0	0
2018.02.27	1.23163	1.23466	1.22216	1.22332	180898	0	0
2018.02.28	1.22318	1.22418	1.21879	1.21938	164721	0	0
2018.03.01	1.21924	1.22733	1.21546	1.22677	206058	0	0
2018.03.02	1.22649	1.23360	1.22515	1.23203	186611	0	0
2018.03.05	1.23274	1.23644	1.22690	1.23362	176643	0	0
2018.03.06	1.23348	1.24204	1.23281	1.24051	170203	0	0
2018.03.07	1.24028	1.24453	1.23849	1.24108	188458	0	0
2018.03.08	1.24101	1.24464	1.22980	1.23117	199145	0	0
2018.03.09	1.23103	1.23344	1.22732	1.23051	174369	0	0
2018.03.12	1.23092	1.23456	1.22904	1.23353	121796	0	0
2018.03.13	1.23322	1.24075	1.23145	1.23908	161555	0	0
2018.03.14	1.23896	1.24127	1.23472	1.23676	153131	0	0
2018.03.15	1.23660	1.23837	1.23002	1.23043	151429	0	0
2018.03.16	1.23035	1.23362	1.22601	1.22871	134011	0	0
2018.03.19	1.22805	1.23588	1.22580	1.23345	155068	0	0
2018.03.20	1.23340	1.23548	1.22397	1.22408	151868	0	0
2018.03.21	1.22411	1.23499	1.22403	1.23386	185116	0	0
2018.03.22	1.23370	1.23886	1.22854	1.23005	199823	0	0
2018.03.23	1.23013	1.23736	1.22973	1.23526	182365	0	0
2018.03.26	1.23470	1.24616	1.23470	1.24486	146304	0	0
2018.03.27	1.24426	1.24766	1.23723	1.24022	159720	0	0
2018.03.28	1.24016	1.24217	1.23001	1.23084	170236	0	0
2018.03.29	1.23069	1.23359	1.22840	1.23006	147817	0	0
2018.03.30	1.22992	1.23306	1.22898	1.23242	43092	0	0
2018.04.02	1.23205	1.23451	1.22814	1.23018	81937	0	0
2018.04.03	1.23004	1.23362	1.22537	1.22690	140441	0	0
2018.04.04	1.22687	1.23148	1.22570	1.22785	137376	0	0
2018.04.05	1.22780	1.22903	1.22184	1.22394	129417	0	0
2018.04.06	1.22389	1.22908	1.22149	1.22812	188594	0	0
2018.04.09	1.22840	1.23308	1.22603	1.23209	149563	0	0
2018.04.10	1.23193	1.23777	1.23028	1.23550	174079	0	0
2018.04.11	1.23546	1.23963	1.23470	1.23672	148767	0	0
2018.04.12	1.23658	1.23798	1.22993	1.23257	153505	0	0
2018.04.13	1.23250	1.23460	1.23070	1.23303	123692	0	0
2018.04.16	1.23300	1.23946	1.23220	1.23793	108639	0	0
2018.04.17	1.23793	1.24138	1.23362	1.23693	115470	0	0
2018.04.18	1.23682	1.23973	1.23416	1.23751	131548	0	0
2018.04.19	1.23727	1.24003	1.23291	1.23451	145496	0	0
2018.04.20	1.23442	1.23530	1.22498	1.22874	124058	0	0
2018.04.23	1.22700	1.22894	1.21975	1.22075	116671	0	0
2018.04.24	1.22085	1.22450	1.21818	1.22330	131494	0	0
2018.04.25	1.22314	1.22387	1.21606	1.21610	122848	0	0
2018.04.26	1.21594	1.22099	1.20963	1.21027	165501	0	0
2018.04.27	1.21023	1.21329	1.20554	1.21301	128822	0	0
2018.04.30	1.21225	1.21389	1.20644	1.20803	123488	0	0
2018.05.01	1.20763	1.20842	1.19812	1.19920	117299	0	0
2018.05.02	1.19917	1.20318	1.19379	1.19499	177129	0	0
2018.05.03	1.19503	1.20089	1.19478	1.19884	172726	0	0
2018.05.04	1.19871	1.19954	1.19108	1.19627	136830	0	0
2018.05.07	1.19515	1.19780	1.18976	1.19231	100395	0	0
2018.05.08	1.19219	1.19389	1.18381	1.18634	143859	0	0
2018.05.09	1.18635	1.18971	1.18226	1.18512	132695	0	0
2018.05.10	1.18499	1.19468	1.18429	1.19158	171588	0	0
2018.05.11	1.19143	1.19679	1.18913	1.19391	127943	0	0
2018.05.14	1.19380	1.19962	1.19264	1.19268	120476	0	0
2018.05.15	1.19260	1.19385	1.18202	1.18373	164787	0	0
2018.05.16	1.18372	1.18542	1.17632	1.18079	183669	0	0
2018.05.17	1.18062	1.18375	1.17764	1.17944	163588	0	0
2018.05.18	1.17927	1.18222	1.17498	1.17698	117028	0	0
2018.05.21	1.17678	1.17957	1.17166	1.17908	108410	0	0
2018.05.22	1.17909	1.18298	1.17565	1.17780	117669	0	0
2018.05.23	1.17774	1.17896	1.16758	1.16966	166856	0	0
2018.05.24	1.16948	1.17503	1.16908	1.17200	156892	0	0
2018.05.25	1.17191	1.17336	1.16456	1.16504	150304	0	0
2018.05.28	1.16848	1.17284	1.16074	1.16242	131206	0	0
2018.05.29	1.16234	1.16398	1.15101	1.15374	209906	0	0
2018.05.30	1.15390	1.16763	1.15186	1.16640	205633	0	0
2018.05.31	1.16622	1.17244	1.16412	1.16927	178051	0	0
2018.06.01	1.16900	1.17182	1.16171	1.16600	168666	0	0
2018.06.04	1.16560	1.17446	1.16560	1.16958	131771	0	0
2018.06.05	1.16971	1.17322	1.16525	1.17178	166300	0	0
2018.06.06	1.17164	1.17957	1.17105	1.17746	153327	0	0
2018.06.07	1.17734	1.18400	1.17726	1.17988	166123	0	0
2018.06.08	1.17977	1.18103	1.17272	1.17689	153406	0	0
2018.06.11	1.17740	1.18207	1.17711	1.17854	116960	0	0
2018.06.12	1.17823	1.18091	1.17333	1.17445	150171	0	0
2018.06.13	1.17442	1.18011	1.17254	1.17923	149036	0	0
2018.06.14	1.17905	1.18516	1.15627	1.15658	203884	0	0
2018.06.15	1.15649	1.16271	1.15433	1.16073	172351	0	0
2018.06.18	1.15862	1.16243	1.15654	1.16226	120574	0	0
2018.06.19	1.16221	1.16446	1.15306	1.15899	189859	0	0
2018.06.20	1.15874	1.16001	1.15369	1.15751	155244	0	0
2018.06.21	1.15701	1.16336	1.15081	1.16027	198880	0	0
2018.06.22	1.15976	1.16751	1.15976	1.16569	182099	0	0
2018.06.25	1.16620	1.17131	1.16285	1.17033	170357	0	0
2018.06.26	1.17024	1.17204	1.16349	1.16482	192162	0	0
2018.06.27	1.16459	1.16724	1.15406	1.15544	199779	0	0
2018.06.28	1.15518	1.16008	1.15273	1.15686	204299	0	0
2018.06.29	1.15670	1.16904	1.15580	1.16850	224086	0	0
2018.07.02	1.16730	1.16884	1.15914	1.16388	146171	0	0
2018.07.03	1.16387	1.16732	1.16205	1.16588	138420	0	0
2018.07.04	1.16588	1.16819	1.16307	1.16564	112932	0	0
2018.07.05	1.16554	1.17204	1.16500	1.16920	155135	0	0
2018.07.06	1.16894	1.17678	1.16800	1.17431	139403	0	0
2018.07.09	1.17510	1.17907	1.17326	1.17499	125762	0	0
2018.07.10	1.17492	1.17627	1.16903	1.17448	124349	0	0
2018.07.11	1.17442	1.17584	1.16653	1.16745	169727	0	0
2018.07.12	1.16715	1.16956	1.16496	1.16701	138783	0	0
2018.07.13	1.16699	1.16867	1.16130	1.16862	131292	0	0
2018.07.16	1.16871	1.17255	1.16757	1.17111	122039	0	0
2018.07.17	1.17101	1.17448	1.16493	1.16611	142363	0	0
2018.07.18	1.16594	1.16650	1.16021	1.16397	137387	0	0
2018.07.19	1.16379	1.16785	1.15750	1.16421	194612	0	0
2018.07.20	1.16405	1.17390	1.16262	1.17212	216648	0	0
2018.07.23	1.17249	1.17514	1.16836	1.16914	120136	0	0
2018.07.24	1.16909	1.17169	1.16546	1.16816	129072	0	0
2018.07.25	1.16822	1.17387	1.16640	1.17284	140894	0	0
2018.07.26	1.17276	1.17438	1.16402	1.16429	140345	0	0
2018.07.27	1.16426	1.16644	1.16202	1.16575	116649	0	0
2018.07.30	1.16570	1.17189	1.16481	1.17054	87587	0	0
2018.07.31	1.17033	1.17460	1.16830	1.16900	125190	0	0
2018.08.01	1.16901	1.16998	1.16573	1.16603	115209	0	0
2018.08.02	1.16587	1.16676	1.15817	1.15847	110669	0	0
2018.08.03	1.15839	1.16106	1.15602	1.15667	124179	0	0
2018.08.06	1.15668	1.15705	1.15300	1.15527	83449	0	0
2018.08.07	1.15532	1.16082	1.15490	1.15985	89384	0	0
2018.08.08	1.15979	1.16284	1.15732	1.16096	86471	0	0
2018.08.09	1.16098	1.16194	1.15256	1.15271	99820	0	0
2018.08.10	1.15257	1.15365	1.13880	1.14093	221646	0	0
2018.08.13	1.13709	1.14330	1.13649	1.14091	188314	0	0
2018.08.14	1.14097	1.14295	1.13302	1.13432	153358	0	0
2018.08.15	1.13431	1.13552	1.13010	1.13455	151945	0	0
2018.08.16	1.13454	1.14092	1.13358	1.13762	166079	0	0
2018.08.17	1.13759	1.14450	1.13665	1.14386	134186	0	0
2018.08.20	1.14373	1.14850	1.13944	1.14832	108861	0	0
2018.08.21	1.14802	1.16012	1.14786	1.15712	155007	0	0
2018.08.22	1.15703	1.16230	1.15532	1.15964	133642	0	0
2018.08.23	1.15955	1.15995	1.15298	1.15422	128227	0	0
2018.08.24	1.15353	1.16399	1.15348	1.16215	133714	0	0
2018.08.27	1.16140	1.16937	1.15946	1.16784	104679	0	0
2018.08.28	1.16772	1.17336	1.16626	1.16943	122833	0	0
2018.08.29	1.16934	1.17100	1.16519	1.17067	134658	0	0
2018.08.30	1.17059	1.17183	1.16417	1.16673	132348	0	0
2018.08.31	1.16707	1.16902	1.15846	1.16060	144595	0	0
2018.09.03	1.15950	1.16279	1.15890	1.16170	85212	0	0
2018.09.04	1.16165	1.16193	1.15301	1.15825	123578	0	0
2018.09.05	1.15795	1.16404	1.15427	1.16302	137906	0	0
2018.09.06	1.16288	1.16593	1.16054	1.16241	136427	0	0
2018.09.07	1.16216	1.16494	1.15506	1.15523	140833	0	0
2018.09.10	1.15480	1.16165	1.15258	1.15947	100358	0	0
2018.09.11	1.15901	1.16443	1.15656	1.16047	105120	0	0
2018.09.12	1.16038	1.16498	1.15702	1.16264	117070	0	0
2018.09.13	1.16249	1.17012	1.16092	1.16905	117998	0	0
2018.09.14	1.16894	1.17217	1.16207	1.16220	99354	0	0
2018.09.17	1.16230	1.16981	1.16179	1.16836	66732	0	0
2018.09.18	1.16818	1.17244	1.16522	1.16662	101957	0	0
2018.09.19	1.16622	1.17149	1.16499	1.16732	88197	0	0
2018.09.20	1.16714	1.17845	1.16689	1.17774	104619	0	0
2018.09.21	1.17766	1.18027	1.17327	1.17540	91835	0	0
2018.09.24	1.17417	1.18152	1.17242	1.17461	78628	0	0
2018.09.25	1.17474	1.17928	1.17309	1.17663	86627	0	0
2018.09.26	1.17657	1.17980	1.17260	1.17406	102287	0	0
2018.09.27	1.17359	1.17571	1.16390	1.16420	119368	0	0
2018.09.28	1.16402	1.16513	1.15698	1.16027	104007	0	0
2018.10.01	1.16169	1.16248	1.15636	1.15785	89334	0	0
2018.10.02	1.15779	1.15802	1.15052	1.15463	102403	0	0
2018.10.03	1.15449	1.15938	1.14643	1.14784	121102	0	0
2018.10.04	1.14765	1.15428	1.14634	1.15140	113104	0	0
2018.10.05	1.15132	1.15497	1.14840	1.15191	110196	0	0
2018.10.08	1.15210	1.15296	1.14598	1.14914	76033	0	0
2018.10.09	1.14904	1.15035	1.14323	1.14923	112370	0	0
2018.10.10	1.14888	1.15454	1.14799	1.15182	104276	0	0
2018.10.11	1.15185	1.15993	1.15182	1.15934	158484	0	0
2018.10.12	1.15932	1.16105	1.15342	1.15576	105337	0	0
2018.10.15	1.15370	1.16063	1.15370	1.15786	92757	0	0
2018.10.16	1.15793	1.16216	1.15661	1.15738	91523	0	0
2018.10.17	1.15729	1.15804	1.14959	1.15002	106017	0	0
2018.10.18	1.14996	1.15274	1.14492	1.14512	113482	0	0
2018.10.19	1.14528	1.15348	1.14330	1.15146	109337	0	0
2018.10.22	1.15150	1.15502	1.14559	1.14645	92922	0	0
2018.10.23	1.14640	1.14937	1.14393	1.14704	113487	0	0
2018.10.24	1.14701	1.14767	1.13787	1.13925	116276	0	0
2018.10.25	1.13914	1.14326	1.13562	1.13734	116384	0	0
2018.10.26	1.13742	1.14211	1.13357	1.14023	124501	0	0
2018.10.29	1.13918	1.14165	1.13607	1.13726	103474	0	0
2018.10.30	1.13720	1.13879	1.13406	1.13450	93555	0	0
2018.10.31	1.13431	1.13602	1.13022	1.13136	102736	0	0
2018.11.01	1.13108	1.14242	1.13072	1.14088	111235	0	0
2018.11.02	1.14079	1.14559	1.13723	1.13867	118600	0	0
2018.11.05	1.13869	1.14240	1.13533	1.14075	90273	0	0
2018.11.06	1.14064	1.14378	1.13914	1.14266	89137	0	0
2018.11.07	1.14258	1.14996	1.13945	1.14255	145542	0	0
2018.11.08	1.14253	1.14469	1.13515	1.13638	110647	0	0
2018.11.09	1.13630	1.13689	1.13162	1.13344	104448	0	0
2018.11.12	1.13178	1.13307	1.12155	1.12174	103726	0	0
2018.11.13	1.12167	1.12937	1.12163	1.12908	117052	0	0
2018.11.14	1.12888	1.13475	1.12632	1.13094	135032	0	0
2018.11.15	1.13074	1.13626	1.12706	1.13304	142228	0	0
2018.11.16	1.13245	1.14201	1.13215	1.14171	110769	0	0
2018.11.19	1.14128	1.14645	1.13939	1.14534	82568	0	0
2018.11.20	1.14515	1.14724	1.13588	1.13704	97784	0	0
2018.11.21	1.13691	1.14248	1.13636	1.13855	92853	0	0
2018.11.22	1.13795	1.14340	1.13795	1.14040	80206	0	0
2018.11.23	1.13998	1.14213	1.13273	1.13320	79514	0	0
2018.11.26	1.13399	1.13838	1.13250	1.13272	79495	0	0
2018.11.27	1.13268	1.13437	1.12775	1.12914	96267	0	0
2018.11.28	1.12851	1.13876	1.12672	1.13662	102984	0	0
2018.11.29	1.13658	1.14017	1.13488	1.13934	93040	0	0
2018.11.30	1.13927	1.14004	1.13055	1.13197	85016	0	0
2018.12.03	1.13491	1.13798	1.13195	1.13539	83026	0	0
2018.12.04	1.13520	1.14188	1.13186	1.13420	103446	0	0
2018.12.05	1.13406	1.13614	1.13105	1.13446	56484	0	0
2018.12.06	1.13444	1.14126	1.13211	1.13776	115613	0	0
2018.12.07	1.13725	1.14236	1.13603	1.14012	100640	0	0
2018.12.10	1.13903	1.14430	1.13505	1.13553	112474	0	0
2018.12.11	1.13541	1.14004	1.13063	1.13184	95223	0	0
2018.12.12	1.13150	1.13873	1.13150	1.13689	97133	0	0
2018.12.13	1.13678	1.13933	1.13312	1.13581	89641	0	0
2018.12.14	1.13602	1.13650	1.12699	1.13033	82392	0	0
2018.12.17	1.13068	1.13578	1.13029	1.13474	72654	0	0
2018.12.18	1.13469	1.14024	1.13367	1.13633	82010	0	0
2018.12.19	1.13590	1.14394	1.13589	1.13760	112949	0	0
2018.12.20	1.13736	1.14859	1.13693	1.14456	122735	0	0
2018.12.21	1.14449	1.14742	1.13559	1.13675	103426	0	0
2018.12.24	1.13693	1.14385	1.13604	1.14078	76262	0	0
2018.12.26	1.13858	1.14199	1.13429	1.13539	57384	0	0
2018.12.27	1.13504	1.14541	1.13504	1.14313	124200	0	0
2018.12.28	1.14287	1.14728	1.14234	1.14405	98814	0	0
2018.12.31	1.14328	1.14660	1.14213	1.14448	65546	0	0
2019.01.02	1.14630	1.14967	1.13251	1.13435	103782	0	0
2019.01.03	1.13419	1.14112	1.12982	1.13942	132180	0	0
2019.01.04	1.13921	1.14192	1.13458	1.13972	108148	0	0
2019.01.07	1.13948	1.14827	1.13946	1.14741	77177	0	0
2019.01.08	1.14742	1.14846	1.14222	1.14413	81864	0	0
2019.01.09	1.14409	1.15575	1.14368	1.15430	110295	0	0
2019.01.10	1.15423	1.15698	1.14845	1.15003	104563	0	0
2019.01.11	1.14994	1.15404	1.14581	1.14644	92896	0	0
2019.01.14	1.14578	1.14820	1.14506	1.14689	79076	0	0
2019.01.15	1.14682	1.14897	1.13819	1.14124	105714	0	0
2019.01.16	1.14126	1.14248	1.13777	1.13913	80840	0	0
2019.01.17	1.13918	1.14060	1.13700	1.13884	96100	0	0
2019.01.18	1.13874	1.14102	1.13532	1.13634	73475	0	0
2019.01.21	1.13600	1.13914	1.13569	1.13667	48358	0	0
2019.01.22	1.13659	1.13741	1.13362	1.13597	65716	0	0
2019.01.23	1.13588	1.13945	1.13506	1.13804	69175	0	0
2019.01.24	1.13811	1.13914	1.12894	1.13074	105958	0	0
2019.01.25	1.13037	1.14176	1.12998	1.14055	92754	0	0
2019.01.28	1.14003	1.14437	1.13901	1.14257	68669	0	0
2019.01.29	1.14270	1.14502	1.14112	1.14319	86955	0	0
2019.01.30	1.14322	1.15017	1.14061	1.14793	94607	0	0
2019.01.31	1.14791	1.15142	1.14357	1.14475	90975	0	0
2019.02.01	1.14458	1.14886	1.14343	1.14534	77437	0	0
2019.02.04	1.14507	1.14604	1.14244	1.14357	63130	0	0
2019.02.05	1.14346	1.14405	1.14012	1.14047	59113	0	0
2019.02.06	1.14049	1.14095	1.13608	1.13616	59069	0	0
2019.02.07	1.13616	1.13684	1.13246	1.13378	63749	0	0
2019.02.08	1.13379	1.13509	1.13212	1.13234	51920	0	0
2019.02.11	1.13188	1.13299	1.12673	1.12748	57644	0	0
2019.02.12	1.12754	1.13398	1.12576	1.13269	57553	0	0
2019.02.13	1.13252	1.13415	1.12603	1.12612	63724	0	0
2019.02.14	1.12590	1.13099	1.12490	1.12955	78507	0	0
2019.02.15	1.12947	1.13062	1.12341	1.12922	68002	0	0
2019.02.18	1.12918	1.13340	1.12888	1.13107	43222	0	0
2019.02.19	1.13077	1.13576	1.12756	1.13403	70881	0	0
2019.02.20	1.13394	1.13712	1.13250	1.13370	69176	0	0
2019.02.21	1.13357	1.13664	1.13204	1.13327	80921	0	0
2019.02.22	1.13341	1.13558	1.13162	1.13320	64226	0	0
2019.02.25	1.13338	1.13674	1.13278	1.13569	58197	0	0
2019.02.26	1.13571	1.14027	1.13452	1.13889	67587	0	0
2019.02.27	1.13881	1.14036	1.13623	1.13694	66921	0	0
2019.02.28	1.13690	1.14196	1.13594	1.13703	78715	0	0
2019.03.01	1.13699	1.14086	1.13533	1.13623	67104	0	0
2019.03.04	1.13823	1.13823	1.13091	1.13398	49834	0	0
2019.03.05	1.13393	1.13409	1.12896	1.13070	48848	0	0
2019.03.06	1.13076	1.13246	1.12856	1.13063	46608	0	0
2019.03.07	1.13060	1.13203	1.11762	1.11937	63608	0	0
2019.03.08	1.11937	1.12460	1.11851	1.12330	59651	0	0
2019.03.11	1.12308	1.12584	1.12219	1.12442	48269	0	0
2019.03.12	1.12447	1.13050	1.12445	1.12863	64585	0	0
2019.03.13	1.12872	1.13387	1.12775	1.13289	50443	0	0
2019.03.14	1.13262	1.13375	1.12942	1.13047	55765	0	0
2019.03.15	1.13026	1.13444	1.12967	1.13250	46348	0	0
2019.03.18	1.13202	1.13590	1.13190	1.13397	40320	0	0
2019.03.19	1.13334	1.13616	1.13318	1.13512	40654	0	0
2019.03.20	1.13512	1.14480	1.13355	1.14120	58397	0	0
2019.03.21	1.14131	1.14374	1.13425	1.13752	63290	0	0
2019.03.22	1.13733	1.13907	1.12733	1.13003	70541	0	0
2019.03.25	1.12885	1.13314	1.12859	1.13126	52181	0	0
2019.03.26	1.13119	1.13260	1.12632	1.12658	58046	0	0
2019.03.27	1.12655	1.12856	1.12422	1.12440	67008	0	0
2019.03.28	1.12436	1.12612	1.12137	1.12238	62989	0	0
2019.03.29	1.12178	1.12465	1.12099	1.12172	62072	0	0
2019.04.01	1.12248	1.12499	1.12040	1.12121	52829	0	0
2019.04.02	1.12125	1.12159	1.11837	1.12043	50044	0	0
2019.04.03	1.12040	1.12546	1.12001	1.12330	48963	0	0
2019.04.04	1.12318	1.12476	1.12060	1.12203	44461	0	0
2019.04.05	1.12193	1.12450	1.12101	1.12158	41506	0	0
2019.04.08	1.12141	1.12746	1.12103	1.12592	38080	0	0
2019.04.09	1.12600	1.12843	1.12551	1.12631	43904	0	0
2019.04.10	1.12621	1.12873	1.12297	1.12745	48641	0	0
2019.04.11	1.12734	1.12875	1.12500	1.12544	39808	0	0
2019.04.12	1.12510	1.13240	1.12510	1.12982	46281	0	0
2019.04.15	1.13035	1.13210	1.12976	1.13040	37922	0	0
2019.04.16	1.13035	1.13139	1.12797	1.12806	49619	0	0
2019.04.17	1.12797	1.13238	1.12789	1.12989	44557	0	0
2019.04.18	1.12938	1.13040	1.12262	1.12299	55759	0	0
2019.04.19	1.12283	1.12476	1.12270	1.12409	23469	0	0
2019.04.22	1.12398	1.12622	1.12359	1.12572	19529	0	0
2019.04.23	1.12568	1.12613	1.11924	1.12275	43189	0	0
2019.04.24	1.12261	1.12263	1.11407	1.11521	56921	0	0
2019.04.25	1.11540	1.11626	1.11180	1.11327	52796	0	0
2019.04.26	1.11283	1.11740	1.11125	1.11449	55642	0	0
2019.04.29	1.11448	1.11868	1.11447	1.11847	35307	0	0
2019.04.30	1.11852	1.12290	1.11758	1.12153	51864	0	0
2019.05.01	1.12137	1.12646	1.11872	1.11947	45232	0	0
2019.05.02	1.11948	1.12191	1.11707	1.11716	50752	0	0
2019.05.03	1.11712	1.12048	1.11350	1.12026	54883	0	0
2019.05.06	1.11709	1.12092	1.11659	1.11989	47024	0	0
2019.05.07	1.11994	1.12178	1.11666	1.11919	52453	0	0
2019.05.08	1.11898	1.12138	1.11828	1.11920	63128	0	0
2019.05.09	1.11915	1.12510	1.11735	1.12121	68886	0	0
2019.05.10	1.12134	1.12536	1.12113	1.12340	60254	0	0
2019.05.13	1.12298	1.12636	1.12231	1.12246	53610	0	0
2019.05.14	1.12209	1.12441	1.12012	1.12040	46895	0	0
2019.05.15	1.12033	1.12248	1.11781	1.12018	52393	0	0
2019.05.16	1.12016	1.12241	1.11663	1.11727	45851	0	0
2019.05.17	1.11732	1.11844	1.11552	1.11573	51017	0	0
2019.05.20	1.11598	1.11748	1.11507	1.11655	38635	0	0
2019.05.21	1.11651	1.11881	1.11420	1.11616	46862	0	0
2019.05.22	1.11586	1.11802	1.11487	1.11503	39681	0	0
2019.05.23	1.11502	1.11875	1.11071	1.11820	55657	0	0
2019.05.24	1.11812	1.12122	1.11726	1.12051	44771	0	0
2019.05.27	1.12090	1.12151	1.11871	1.11925	22008	0	0
2019.05.28	1.11923	1.11985	1.11593	1.11601	45281	0	0
2019.05.29	1.11601	1.11725	1.11244	1.11310	48870	0	0
2019.05.30	1.11303	1.11434	1.11161	1.11294	39305	0	0
2019.05.31	1.11288	1.11798	1.11252	1.11691	59661	0	0
2019.06.03	1.11598	1.12620	1.11598	1.12412	57780	0	0
2019.06.04	1.12402	1.12773	1.12265	1.12518	62621	0	0
2019.06.05	1.12513	1.13068	1.12198	1.12203	67626	0	0
2019.06.06	1.12204	1.13090	1.12026	1.12754	68448	0	0
2019.06.07	1.12752	1.13477	1.12513	1.13326	60912	0	0
2019.06.10	1.13220	1.13304	1.12904	1.13117	45143	0	0
2019.06.11	1.13112	1.13376	1.13014	1.13257	54910	0	0
2019.06.12	1.13256	1.13435	1.12826	1.12871	54679	0	0
2019.06.13	1.12868	1.13038	1.12686	1.12766	51394	0	0
2019.06.14	1.12763	1.12892	1.12026	1.12112	59355	0	0
2019.06.17	1.12094	1.12471	1.12037	1.12177	38697	0	0
2019.06.18	1.12178	1.12428	1.11813	1.11941	68495	0	0
2019.06.19	1.11929	1.12543	1.11872	1.12263	60990	0	0
2019.06.20	1.12261	1.13174	1.12257	1.12913	77301	0	0
2019.06.21	1.12918	1.13778	1.12831	1.13690	71390	0	0
2019.06.24	1.13699	1.14041	1.13658	1.13984	51668	0	0
2019.06.25	1.13979	1.14122	1.13443	1.13668	73590	0	0
2019.06.26	1.13662	1.13913	1.13475	1.13685	64666	0	0
2019.06.27	1.13679	1.13816	1.13479	1.13693	55511	0	0
2019.06.28	1.13690	1.13935	1.13507	1.13697	52917	0	0
2019.07.01	1.13595	1.13712	1.12811	1.12851	59253	0	0
2019.07.02	1.12849	1.13212	1.12752	1.12862	49172	0	0
2019.07.03	1.12840	1.13115	1.12685	1.12778	47027	0	0
2019.07.04	1.12776	1.12951	1.12732	1.12843	23761	0	0
2019.07.05	1.12838	1.12877	1.12074	1.12254	50075	0	0
2019.07.08	1.12221	1.12344	1.12070	1.12143	36424	0	0
2019.07.09	1.12140	1.12188	1.11934	1.12075	39164	0	0
2019.07.10	1.12076	1.12644	1.12018	1.12504	55669	0	0
2019.07.11	1.12506	1.12858	1.12452	1.12546	54998	0	0
2019.07.12	1.12533	1.12749	1.12382	1.12707	48158	0	0
2019.07.15	1.12662	1.12839	1.12532	1.12578	37839	0	0
2019.07.16	1.12574	1.12635	1.12019	1.12094	45681	0	0
2019.07.17	1.12098	1.12336	1.11998	1.12251	38939	0	0
